module_id	strictest_pval	n_genes	n_domains	tokenised_genes
451	7.866657341632818e-05	3	3	FAD_binding_3_c10,p450_c7,polyprenyl_synt_c4
452	9.534152961347854e-05	3	3	FAD_binding_3_c21,Trp_DMAT_c3,p450_c7
453	1.7137228167436903e-09	3	3	2-oxoacid_dh,ACP_syn_III_c39,PP-binding_c59
454	6.260297956799861e-05	4	4	GHMP_kinases_N,HMG-CoA_red,PTase_Orf2,polyprenyl_synt_c19
455	0.0033453948172107745	4	5	ACPS_c7,PP-binding_c9,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
456	0.0018138501580326797	3	5	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,Aminotran_1_2_c23,Radical_SAM_c22
457	0.003356149943940461	12	20	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,DegT_DnrJ_EryC1_c9,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
458	3.3156763793053985e-09	3	3	ACP_syn_III_c39,HAD_2_c55,PP-binding_c59
459	8.252753271680344e-05	3	4	Epimerase_c17,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13
460	1.0664583464466788e-05	3	4	PP-binding_c24,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
461	0.0008237729324917244	4	4	DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,GFO_IDH_MocA_c33,HAD_2_c30
462	0.0007539526971217235	3	3	Trp_DMAT_c3,p450_c22,p450_c3
463	0.0004957490119576795	4	5	Cyclase,FAD_binding_3_c5,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
464	0.0007429936015191362	4	5	Cyclase_polyket,PP-binding_c9,Polyketide_cyc,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
465	0.0019248546298323065	3	4	ADH_N_c17;ADH_zinc_N_c24,FAD_binding_3_c9,FSH1
466	0.0003854223322187388	10	17	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,ECH_1_c16,ECH_1_c42,ECH_1_c43,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
467	0.0028741528123285504	6	8	ABM_c11,ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
468	0.00010304975878594487	4	5	ABM_c22,Cyclase_polyket,FAD_binding_3_c3,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
469	6.276726693721519e-06	3	3	Acetyltransf_8,K_oxygenase_c44,TauD_c3
470	0.0031750074367712703	3	10	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13,Radical_SAM_c31,Thioesterase_c22
471	0.0015799248862634467	4	5	ABM_c11,Cyclase,FAD_binding_3_c59,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
472	0.0031287725756858928	4	8	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Biotin_lipoyl,Carboxyl_trans,Cyclase_polyket,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
473	0.0017781624958145947	4	6	Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
474	0.0006009848460048704	3	8	2-oxoacid_dh,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PP-binding_c13,PP-binding_c59
475	9.769011146449217e-08	3	3	2-oxoacid_dh,DUF1100,PP-binding_c59
476	0.00039652824745941027	4	5	Cyclase,FAD_binding_3_c5,FAD_binding_3_c59,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
477	0.00201472104108505	9	11	Cyclase_polyket,DUF1205_c1,DegT_DnrJ_EryC1_c12,FAD_binding_3_c42;adh_short_c18,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
478	0.0018879195800360995	10	12	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,ECH_1_c43,FAD_binding_3_c50,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
479	0.0009228237129176677	5	7	DegT_DnrJ_EryC1_c46,Epimerase_c2,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase,UDPGT_c13
480	0.003437673840295475	3	4	AMP-binding_c30,Chorismate_bind_c38;GATase_c53,FAD_binding_3_c31
481	0.0003301987209662516	3	12	AMP-binding_c16,PP-binding_c16,ketoacyl-synt_c40;Ketoacyl-synt_C_c39;KAsynt_C_assoc;Acyl_transf_1_c18;PS-DH_c19;Methyltransf_12_c14;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13
482	0.0012862572589364362	3	11	adh_short_c39,ketoacyl-synt_c26;Ketoacyl-synt_C_c29;KAsynt_C_assoc;Acyl_transf_1_c27;PS-DH_c25;ADH_N_c13;ADH_zinc_N_c8;adh_short_c9;PP-binding_c7,p450_c6
483	0.0005705133040726679	6	13	DAHP_synth_2_c7,DHQ_synthase_c22,FAD_binding_3_c41,GFO_IDH_MocA_c8;GFO_IDH_MocA_C,Shikimate_dh_N,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
484	5.632197873789263e-05	4	6	ABM_c22,Cyclase_polyket,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
485	0.0024550177520818958	5	7	DegT_DnrJ_EryC1_c9,Epimerase_c17,Methyltransf_13;Methyltransf_23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
486	0.002605414369270661	5	5	DegT_DnrJ_EryC1_c9,Epimerase_c17,GFO_IDH_MocA_c25,UDPGT_c13,dTDP_sugar_isom
487	2.0837601530074823e-18	3	4	ABM_c11,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
488	2.4212407266282782e-19	6	8	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
489	8.431994642454425e-20	3	4	ECH_1_c34,HMG_CoA_synt_N;HMG_CoA_synt_C,PP-binding_c24
490	2.929549966083023e-19	3	3	Epimerase_c2,GFO_IDH_MocA_c25,NTP_transferase
491	9.618418669797929e-19	3	4	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42
492	9.955618677808755e-27	3	4	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,ECH_1_c43
493	1.9328564704274694e-23	3	4	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42
494	2.2497828914030726e-20	3	4	Aminotran_1_2_c39,Glyoxalase_c27;Glyoxalase_c6,PDH
495	8.73925681077008e-23	3	5	Cyclase_polyket,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
496	1.0894185115679621e-34	3	5	ECH_1_c34,HMG_CoA_synt_N;HMG_CoA_synt_C,ketoacyl-synt_c47;Ketoacyl-synt_C_c18
497	9.366426801157434e-11	4	6	Cyclase_polyket,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
498	1.1749640508409257e-10	3	3	DegT_DnrJ_EryC1_c3,GFO_IDH_MocA_c33,HAD_2_c30
499	1.1459266430254406e-15	5	6	ABM_c11,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
500	9.981730737222744e-11	3	3	Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3
501	4.6327804754760317e-10	3	4	Aminotran_1_2_c39,FMN_dh,Glyoxalase_c27;Glyoxalase_c6
502	3.5857722283230574e-11	6	6	Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
503	8.615018751558807e-11	5	7	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
504	9.200225043661339e-14	3	6	3HCDH_N;3HCDH,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c24,PP-binding_c15
505	6.528253085905287e-10	6	8	Acyl_transf_1_c46,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
506	8.895634839155502e-12	4	5	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,ECH_1_c43
507	2.7484834125774703e-17	4	6	ECH_1_c34,HMG_CoA_synt_N;HMG_CoA_synt_C,PP-binding_c24,ketoacyl-synt_c47;Ketoacyl-synt_C_c18
508	4.906569503186051e-13	5	5	DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase
509	4.4546387443204864e-11	3	4	Chorismate_bind_c38;GATase_c53,Isochorismatase_c20,PhzC-PhzF_c9
510	6.345405248230885e-11	3	3	DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,HAD_2_c30
511	5.087207595452726e-11	4	5	GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
512	6.656106720352798e-09	3	3	Cyclase_polyket,FAD_binding_3_c42,adh_short_c50
513	1.1355257641305098e-08	3	4	Chorismate_bind_c38;GATase_c53,FAD_binding_3_c31,Isochorismatase_c20
514	1.634433876537216e-09	7	9	ABM_c11,Acyl_transf_1_c46,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
515	2.904482883048014e-09	3	3	DHQ_synthase_c22,DHquinase_II,DegT_DnrJ_EryC1_c3
516	4.725781295106779e-08	6	8	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
517	8.572112385263636e-08	3	3	DUF1205_c1,GFO_IDH_MocA_c25,dTDP_sugar_isom
518	5.9768235881837774e-09	3	4	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,Isochorismatase_c20
519	2.257212816057799e-08	3	4	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c29,Isochorismatase_c20
520	1.5730108412736878e-08	6	8	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
521	7.571619522962204e-09	3	3	DHQ_synthase_c22,HAD_2_c30,ROK
522	7.691268639933552e-09	4	5	Abhydrolase_1_c20,Aminotran_1_2_c39,Glyoxalase_c27;Glyoxalase_c6,PDH
523	2.306368986290265e-09	4	5	Aminotran_1_2_c39,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH
524	1.2564681467087258e-09	4	5	DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,HAD_2_c30
525	1.9521329973928017e-09	6	6	DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase,UDPGT_c13
526	7.332668360281538e-08	3	4	ABM_c11,Cyclase,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
527	3.435344367498185e-08	4	5	Aminotran_1_2_c39,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH
528	2.764285332065423e-08	3	6	3HCDH_N;3HCDH,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c24,Methyltransf_3
529	1.6317282574299738e-09	3	5	ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c30,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
530	6.486745722549985e-08	6	8	ABM_c11,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
531	2.8293081906076818e-08	6	8	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
532	4.963555201190155e-09	3	3	DegT_DnrJ_EryC1_c9,Epimerase_c17,dTDP_sugar_isom
533	3.989096903101711e-09	4	4	DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,HAD_2_c30
534	0.004953687484605069	3	7	DUF1772,Lactamase_B,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
535	0.013316078834106106	6	8	Carboxyl_trans,Cyclase_polyket,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
536	0.007948831313826735	4	5	GHMP_kinases_N,HMG-CoA_red,HMG_CoA_synt_N;ACP_syn_III_C_c32,PTase_Orf2
537	0.005005237882619431	4	12	Trp_DMAT_c4,adh_short_c39,ketoacyl-synt_c26;Ketoacyl-synt_C_c29;KAsynt_C_assoc;Acyl_transf_1_c27;PS-DH_c25;ADH_N_c13;ADH_zinc_N_c8;adh_short_c9;PP-binding_c7,p450_c6
538	0.013715598653193266	6	13	4HBT_c18,Condensation_c12,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,PP-binding_c21,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
539	0.0056169846357260736	7	14	DAHP_synth_2_c7,DHQ_synthase_c22,FAD_binding_3_c41,GFO_IDH_MocA_c8;GFO_IDH_MocA_C,Shikimate_dh_N,Transket_pyr,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
540	0.006374164287244579	3	4	GHMP_kinases_N,GHMP_kinases_N;GHMP_kinases_C,HMG-CoA_red
541	0.006155389531242495	3	3	NTP_transferase,TylF,dTDP_sugar_isom
542	0.007507514535710698	4	6	ABM_c22,DUF1772,GATase_7_c46;Asn_synthase_c51,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
543	0.009833934453272948	3	4	Aminotran_3_c22,DHQ_synthase_c32,Glyco_trans_4_4_c11;Glycos_transf_1_c11
544	0.011465640934080869	6	9	4HBT_c18,Abhydrolase_1_c9,Acyl-CoA_dh_N;Acyl-CoA_dh_2,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,p450_c4
545	0.003985987610348457	3	3	K_oxygenase_c44,TauD_c3,Thioesterase_c1
546	0.01395876905974231	4	12	adh_short_c14,adh_short_c39,ketoacyl-synt_c26;Ketoacyl-synt_C_c29;KAsynt_C_assoc;Acyl_transf_1_c27;PS-DH_c25;ADH_N_c13;ADH_zinc_N_c8;adh_short_c9;PP-binding_c7,p450_c6
547	0.01528938494218688	4	5	FAD_binding_3_c5,FAD_binding_3_c59,Methyltransf_2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
548	0.007095259478808935	6	8	FabA_c56,Ketoacyl-synt_2,PP-binding_c28,PP-binding_c36,ketoacyl-synt_c32;Ketoacyl-synt_C_c13,ketoacyl-synt_c33;Ketoacyl-synt_C_c18
549	0.006288122488280976	4	5	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,Sulfotransfer_1
550	0.005093335251335909	4	5	ABM_c22,Cyclase_polyket,DUF1772,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
551	0.014013918208329599	3	4	AMP-binding_c16,AMP-binding_c16;PP-binding_c16,PP-binding_c16
552	0.015247480837426245	4	8	ACP_syn_III_c33;ACP_syn_III_C_c38,AMP-binding_c43;AMP-binding_C_c61,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c36,Thioesterase_c24
553	0.010423448596550996	4	6	ABM_c22,GATase_7_c46;Asn_synthase_c51,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
554	0.004105722237387621	3	4	ADH_N_c17;ADH_zinc_N_c24,p450_c15,p450_c17
555	0.008090479905305224	3	3	Epimerase_c2,Glycos_transf_2_c19,NTP_transferase
556	0.010919733402549881	4	5	ABM_c11,FAD_binding_3_c59,Methyltransf_2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
557	0.009599597216500513	9	11	ABM_c11,Cyclase,Epimerase_c45,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
558	0.004527367342591676	5	7	4HBT_c18,FAD_binding_3_c7,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,p450_c4
559	0.01139675279843041	5	5	ABM_c11,DegT_DnrJ_EryC1_c9,Epimerase_c45,GFO_IDH_MocA_c25,adh_short_c50
560	0.010905525731571167	6	8	FabA_c49,FabA_c56,Ketoacyl-synt_2,PP-binding_c28,ketoacyl-synt_c32;Ketoacyl-synt_C_c13,ketoacyl-synt_c33;Ketoacyl-synt_C_c18
561	0.004696538522424487	7	9	ABM_c11,ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,Epimerase_c45,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
562	0.00940576825922312	3	4	Acyl_transf_1_c46,PP-binding_c51,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
563	0.01528938494218688	4	5	FAD_binding_3_c5,Methyltransf_2,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
564	0.012478168933299488	4	5	Aminotran_1_2_c29,GST_N_3;GST_C,Methyltransf_25_c4,p450_c15
565	0.011070439551517998	4	5	Epimerase_c17,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,dTDP_sugar_isom
566	0.0037970018822567893	6	8	4HBT_c18,Abhydrolase_1_c9,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,p450_c4
567	0.006185771049737434	3	3	DHQ_synthase_c18,Glyco_transf_20,HAD_2_c7
568	0.013316078834106106	4	5	ACPS_c7,Carboxyl_trans,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
569	0.008271130664908423	4	5	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,HMG-CoA_red,Isochorismatase_c20
570	0.013316078834106106	5	9	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Biotin_lipoyl,Carboxyl_trans,Cyclase_polyket,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
571	0.009032212838163833	3	3	Aminotran_3_c22,DHQ_synthase_c32,GFO_IDH_MocA_c2
572	0.006155389531242495	3	3	DegT_DnrJ_EryC1_c20,NTP_transferase,TylF
573	0.00014439540117373037	6	6	DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c45,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
574	4.7533929705375674e-05	6	7	ABM_c11,Acyl_transf_1_c46,Cyclase,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
575	0.0007419629433039518	5	7	DegT_DnrJ_EryC1_c9,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
576	0.0001119702519827626	5	7	Epimerase_c2,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
577	5.148516986626087e-07	3	4	AMP-binding_c43;AMP-binding_C_c61,Abhydrolase_1_c26,PP-binding_c15
578	0.0006000254363910084	6	7	ABM_c11,Cyclase,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
579	0.000548950068532333	3	3	ECH_1_c43,Methyltransf_12_c7,PIG-L
580	0.0007419629433039518	5	7	GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
581	0.0007198649766560985	3	3	ECH_1_c43,PIG-L,Peptidase_M15
582	0.0007643624386544339	5	7	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c45,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
583	1.553317405259808e-05	4	5	AMP-binding_c40;AMP-binding_C_c48,Abhydrolase_1_c26,Met_asp_mut_E,Orn_Arg_deC_N_c6
584	0.0007643624386544339	5	7	ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
585	0.0013512445200387375	3	3	DegT_DnrJ_EryC1_c25,UDPGT_c30,Y_phosphatase3
586	0.0010159860329092623	4	6	4HBT_c18,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,PP-binding_c21
587	9.32400990946351e-05	3	3	FabA_c5,FabA_c6,ketoacyl-synt_c12
588	0.0001296150671041518	4	4	DegT_DnrJ_EryC1_c9,Epimerase_c17,UDPGT_c13,dTDP_sugar_isom
589	0.0006501107049522532	10	17	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,Methyltransf_12_c7,PDH
590	0.0014315191201101935	3	4	Acyl-CoA_dh_2,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
591	0.0004848341612035567	11	18	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
592	1.3781496381044928e-05	3	5	FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,Trp_dioxygenase
593	1.1059060806094835e-05	4	14	AMP-binding_c43;AMP-binding_C_c61,Abhydrolase_1_c26,PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
594	0.0001601319287010326	7	9	Cyclase_polyket,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
595	2.335517707580753e-05	4	6	Epimerase_c17,Methyltransf_13;Methyltransf_23;Methyltransf_14,UDPGT_c13,dTDP_sugar_isom
596	0.0006173798444970577	9	11	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
597	0.0008504214578960703	8	10	Cyclase_polyket,DegT_DnrJ_EryC1_c12,FAD_binding_3_c42;adh_short_c18,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
598	2.856111415189302e-05	3	3	Abhydrolase_1_c26,Acyl_transf_1_c44,PP-binding_c15
599	0.0038851727197544246	4	5	4HBT_c18,FAD_binding_3_c7,GMC_oxred_N;GMC_oxred_C_c22,p450_c4
600	3.1363507668971116e-07	3	3	DAHP_synth_2_c29,Isochorismatase_c20,adh_short_c30
601	2.809368090555927e-07	3	9	FAD_binding_3_c9,FSH1,ketoacyl-synt_c21;Ketoacyl-synt_C_c4;Acyl_transf_1_c25;PS-DH_c15;PP-binding_c34;Methyltransf_12_c14;NAD_binding_4_c44
602	5.966053260531328e-07	3	3	Acetyltransf_2,DHQ_synthase_c22,FAD_binding_3_c41
603	1.6068584819367246e-07	4	5	Cyclase_polyket,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,adh_short_c50
604	1.5938398658256088e-07	3	3	Lant_dehydr_C,Lant_dehydr_N,YcaO
605	6.467730381616864e-07	6	8	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH
606	1.5542569321070172e-07	3	4	adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
607	1.0524659259064128e-07	3	3	DHQ_synthase_c22,DHquinase_II,ROK
608	6.467730381616864e-07	4	4	DUF1205_c1,DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,dTDP_sugar_isom
609	3.919367814239236e-07	6	8	GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
610	3.128036003917259e-07	3	4	ABM_c22,Cyclase_polyket,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
611	1.4302689267462104e-05	6	6	DUF1205_c1,DegT_DnrJ_EryC1_c12,Epimerase_c2,GFO_IDH_MocA_c25,NTP_transferase,dTDP_sugar_isom
612	3.15777671822261e-06	4	4	DHQ_synthase_c22,DHquinase_II,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41
613	7.637504911692519e-06	7	9	DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
614	1.6813740253987656e-06	3	4	Cyclase,Polyketide_cyc,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
615	7.018469017855056e-06	4	4	DHQ_synthase_c22,FAD_binding_3_c41,HAD_2_c30,ROK
616	1.1302777317736148e-05	3	3	Aminotran_1_2_c29,Methyltransf_25_c4,p450_c15
617	1.1217961736325591e-06	3	3	FAD_binding_3_c10,PhyH_c43,adh_short_c4
